gene,hotspot_freq_luad,n_luad_lines_hotspot,n_luad_lines_screened_hotspot,mean_expr_logTPM,std_expr_logTPM,n_luad_lines_expr,mean_copy_number,n_luad_lines_cn,mean_crispr_dependency,n_luad_lines_crispr_dependency,mean_crispr_effect,n_luad_lines_crispr_effect
NIPA1,,,,4.0245,0.8045,83.0,0.9615,45.0,0.0226,53.0,0.0313,53.0
NIPA2,,,,5.9736,0.6098,83.0,0.9927,45.0,0.1653,53.0,-0.2047,53.0
NIPAL1,,,,2.3407,0.9627,83.0,1.013,45.0,0.0348,53.0,0.0028,53.0
NIPAL2,,,,2.7036,0.9811,83.0,1.2243,45.0,0.1642,53.0,-0.211,53.0
NIPAL3,,,,3.7664,0.8261,83.0,1.0045,45.0,0.0237,53.0,0.0452,53.0
NIPAL4,,,,0.7443,1.0737,83.0,1.1139,45.0,0.0149,53.0,0.1559,53.0
NIPBL,,,,4.214,0.5474,83.0,1.4688,45.0,0.2219,53.0,-0.2142,53.0
NIPSNAP1,,,,5.8695,0.8601,83.0,0.9146,45.0,0.0754,53.0,-0.0768,53.0
NIPSNAP2,,,,5.6594,0.7184,83.0,1.3288,45.0,0.0339,53.0,0.0361,53.0
NIPSNAP3A,,,,4.0666,0.6231,83.0,1.0093,45.0,0.0195,53.0,0.0756,53.0
NIPSNAP3B,,,,0.8321,0.5342,83.0,1.0593,45.0,0.0602,53.0,-0.0653,53.0
NISCH,,,,4.3976,0.6383,83.0,0.8838,45.0,0.3014,53.0,-0.315,53.0
NIT1,,,,5.1821,0.6088,83.0,1.3583,45.0,0.037,53.0,-0.0136,53.0
NIT2,,,,5.6136,0.6186,83.0,1.0224,45.0,0.0751,53.0,-0.0943,53.0
NKAIN1,,,,0.4907,0.7226,83.0,0.9311,45.0,0.0257,53.0,0.0112,53.0
NKAIN2,,,,0.1927,0.5678,83.0,0.8959,45.0,0.0222,53.0,0.056,53.0
NKAIN3,,,,0.1725,0.2397,83.0,1.0564,45.0,0.0162,19.0,0.1612,19.0
NKAIN4,,,,0.5854,0.9141,83.0,1.365,45.0,0.0247,53.0,0.0729,53.0
NKAP,,,,3.4603,0.6027,83.0,0.7477,45.0,0.9304,53.0,-1.0978,53.0
NKAPD1,,,,4.2933,0.5345,83.0,1.0936,45.0,0.4481,53.0,-0.4332,53.0
NKAPL,,,,0.0164,0.0541,83.0,1.0045,45.0,0.0566,53.0,-0.079,53.0
NKD1,,,,0.4553,0.9566,83.0,1.1001,45.0,0.0101,53.0,0.1419,53.0
NKD2,,,,1.7823,1.4717,83.0,1.462,45.0,0.0292,53.0,0.0298,53.0
NKG7,,,,0.1302,0.144,83.0,0.9891,45.0,0.0074,53.0,0.1525,53.0
NKIRAS1,,,,3.4787,0.5428,83.0,0.9167,45.0,0.0215,53.0,0.0584,53.0
NKIRAS2,,,,5.0866,0.5712,83.0,1.2283,45.0,0.0269,53.0,0.0481,53.0
NKPD1,,,,0.3076,0.3539,83.0,1.1555,45.0,,,,
NKRF,,,,3.4405,0.6144,83.0,0.7003,45.0,,,,
NKTR,,,,5.0236,0.7009,83.0,0.8884,45.0,0.0351,53.0,0.0074,53.0
NKX1-1,,,,0.0,0.0,83.0,0.9808,45.0,0.0146,2.0,0.0844,2.0
NKX1-2,,,,0.9785,1.3852,83.0,0.9358,45.0,0.0454,53.0,0.0043,53.0
NKX2-1,,,,2.3194,2.6865,83.0,1.3905,45.0,0.2199,53.0,-0.2157,53.0
NKX2-2,,,,0.1016,0.3102,83.0,0.9072,45.0,0.0137,53.0,0.1224,53.0
NKX2-3,,,,0.0846,0.2274,83.0,0.9961,45.0,0.0501,53.0,-0.0572,53.0
NKX2-4,,,,0.1465,0.6092,83.0,0.8401,45.0,0.0501,53.0,-0.028,53.0
NKX2-5,,,,0.7604,1.232,83.0,1.069,45.0,0.1514,53.0,-0.1934,53.0
NKX2-6,,,,0.0871,0.4058,83.0,0.8261,45.0,,,,
NKX2-8,,,,0.6846,0.7047,83.0,1.3316,45.0,0.0625,53.0,-0.0312,53.0
NKX3-1,,,,1.612,0.8762,83.0,0.8277,45.0,0.0244,53.0,0.011,53.0
NKX3-2,,,,0.3129,0.4392,83.0,0.9568,45.0,0.0091,53.0,0.1854,53.0
NKX6-1,,,,0.3087,0.4304,83.0,0.9021,45.0,0.013,53.0,0.1193,53.0
NKX6-2,,,,1.0553,0.5326,83.0,0.9606,45.0,0.0211,53.0,0.0807,53.0
NKX6-3,,,,0.0482,0.2561,83.0,0.941,45.0,0.0447,53.0,-0.0324,53.0
NLE1,,,,4.2551,0.5304,83.0,1.0721,45.0,0.9376,53.0,-1.0543,53.0
NLGN1,,,,0.5947,0.846,83.0,1.0695,45.0,0.0308,53.0,0.0198,53.0
NLGN2,,,,3.0296,1.061,83.0,0.963,45.0,0.0543,53.0,-0.0626,53.0
NLGN3,,,,0.6457,0.6515,83.0,0.6665,45.0,0.0538,53.0,-0.0607,53.0
NLGN4X,,,,0.4202,1.0452,83.0,0.6246,45.0,0.0095,53.0,0.1296,53.0
NLGN4Y,,,,0.4486,0.9634,83.0,0.0916,45.0,0.0004,19.0,0.4767,19.0
NLK,,,,3.4381,0.4999,83.0,1.1132,45.0,0.0036,53.0,0.2467,53.0
NLN,,,,4.7748,0.7124,83.0,1.009,45.0,0.0234,53.0,0.0725,53.0
NLRC3,,,,0.1849,0.1038,83.0,0.9283,45.0,0.1026,2.0,-0.1012,2.0
NLRC4,,,,0.2853,0.2166,83.0,1.1461,45.0,0.0146,53.0,0.0863,53.0
NLRC5,,,,2.9551,1.4713,83.0,1.1354,45.0,0.0707,53.0,-0.0908,53.0
NLRP1,,,,1.5677,1.6445,83.0,0.9799,45.0,0.0232,53.0,0.0378,53.0
NLRP10,,,,0.1574,0.4423,83.0,0.9458,45.0,0.0193,53.0,0.0615,53.0
NLRP11,0.0,0.0,131.0,0.1392,0.2632,83.0,1.1323,45.0,0.0506,53.0,-0.0399,53.0
NLRP12,,,,0.3132,0.7327,83.0,0.9583,45.0,0.0284,53.0,0.0706,53.0
NLRP13,,,,0.0008,0.0027,83.0,1.1177,45.0,0.0862,53.0,-0.1115,53.0
NLRP14,,,,0.0452,0.068,83.0,0.9358,45.0,0.0064,53.0,0.1855,53.0
NLRP2,,,,2.4646,2.4626,83.0,1.0171,45.0,0.0322,53.0,0.0071,53.0
NLRP2B,,,,0.022,0.1546,83.0,0.6426,45.0,0.0662,2.0,-0.1061,2.0
NLRP3,,,,0.3886,0.913,83.0,1.0632,45.0,0.0165,53.0,0.0654,53.0
NLRP4,0.0,0.0,131.0,0.1758,0.6519,83.0,1.1352,45.0,0.0295,53.0,0.0267,53.0
NLRP5,0.0,0.0,131.0,0.0424,0.1563,83.0,1.0633,45.0,0.034,53.0,0.0269,53.0
NLRP6,,,,0.0871,0.3588,83.0,0.9727,45.0,0.0552,53.0,0.0213,53.0
NLRP7,,,,0.0641,0.1389,83.0,1.024,45.0,0.0304,53.0,0.059,53.0
NLRP8,,,,0.0036,0.0183,83.0,1.0854,45.0,0.0141,53.0,0.11,53.0
NLRP9,,,,0.0034,0.0069,83.0,1.1161,45.0,0.0255,53.0,0.0668,53.0
NLRX1,,,,2.8506,0.8311,83.0,1.0703,45.0,0.0373,53.0,0.0168,53.0
NMB,,,,3.9059,1.5309,83.0,1.1085,45.0,0.021,53.0,0.0801,53.0
NMBR,,,,0.0296,0.0374,83.0,0.9444,45.0,0.0218,53.0,0.0323,53.0
NMD3,,,,5.4891,0.5453,83.0,1.1271,45.0,0.9484,53.0,-1.1539,53.0
NME1,,,,8.5774,0.6213,83.0,1.2533,45.0,0.0972,53.0,-0.1369,53.0
NME1-NME2,,,,,,,1.2155,45.0,,,,
NME2,,,,9.9873,0.5013,83.0,1.197,45.0,0.4651,53.0,-0.4442,53.0
NME3,,,,4.8766,1.3513,83.0,1.0271,45.0,0.0634,53.0,-0.0493,53.0
NME4,,,,6.4251,1.1228,83.0,0.8848,45.0,0.0429,53.0,-0.0101,53.0
NME5,,,,0.8507,0.8291,83.0,0.9526,45.0,0.1181,53.0,-0.1598,53.0
NME6,,,,4.2665,0.4655,83.0,0.9165,45.0,0.2072,53.0,-0.2177,53.0
NME7,,,,4.8992,0.9231,83.0,1.0419,45.0,0.0111,53.0,0.1272,53.0
NME8,,,,0.0635,0.1841,83.0,1.3083,45.0,0.0448,53.0,-0.052,53.0
NME9,,,,0.5257,0.2635,83.0,1.1712,45.0,0.0361,53.0,-0.021,53.0
NMI,,,,4.4968,0.9157,83.0,1.0173,45.0,0.0406,53.0,-0.0125,53.0
NMNAT1,,,,2.6554,0.662,83.0,0.9474,45.0,0.1906,53.0,-0.249,53.0
NMNAT2,,,,2.2901,1.7315,83.0,1.1457,45.0,0.0368,53.0,-0.0227,53.0
NMNAT3,,,,1.0782,0.871,83.0,1.1117,45.0,0.0399,53.0,-0.037,53.0
NMRAL1,,,,5.3086,0.7485,83.0,0.9948,45.0,0.0865,53.0,-0.1294,53.0
NMRK1,,,,3.4082,0.9326,83.0,1.0063,45.0,0.0205,53.0,0.0446,53.0
NMRK2,,,,0.112,0.5523,83.0,0.7761,45.0,0.0672,53.0,-0.1084,53.0
NMS,,,,0.0,0.0,83.0,1.1388,45.0,0.0737,53.0,-0.0976,53.0
NMT1,,,,5.8169,0.4049,83.0,1.1178,45.0,0.6584,53.0,-0.6957,53.0
NMT2,,,,3.279,1.1583,83.0,0.9209,45.0,0.005,53.0,0.1994,53.0
NMU,,,,2.8286,1.7364,83.0,0.9576,45.0,0.0401,53.0,-0.0358,53.0
NMUR1,,,,0.0753,0.2047,83.0,1.0608,45.0,0.0516,53.0,-0.0297,53.0
NMUR2,,,,0.1624,0.9072,83.0,1.1193,45.0,0.0212,53.0,0.0587,53.0
NNAT,,,,1.4409,0.7525,83.0,1.1839,45.0,0.0337,53.0,-0.0065,53.0
NNMT,,,,4.1055,3.372,83.0,1.0631,45.0,0.0126,53.0,0.1086,53.0
NNT,,,,4.5691,1.6611,83.0,1.4531,45.0,0.0373,53.0,-0.0034,53.0
NOA1,,,,4.101,0.5081,83.0,0.9278,45.0,0.2689,53.0,-0.2866,53.0
NOB1,,,,5.6085,0.5632,83.0,1.1391,45.0,0.9265,53.0,-1.0966,53.0
NOBOX,,,,0.0002,0.0022,83.0,1.1216,45.0,0.066,2.0,-0.1517,2.0
NOC2L,,,,6.0965,0.5693,83.0,1.0733,45.0,0.7669,53.0,-0.7099,53.0
NOC3L,,,,4.0384,0.5924,83.0,0.994,45.0,0.915,53.0,-1.0255,53.0
NOC4L,,,,3.8863,0.5514,83.0,1.0304,45.0,0.9215,53.0,-1.0805,53.0
NOCT,,,,2.7784,0.7525,83.0,0.8771,45.0,0.1538,53.0,-0.1986,53.0
NOD1,,,,2.4594,0.5837,83.0,1.2986,45.0,0.0685,53.0,-0.1121,53.0
NOD2,,,,0.244,0.4127,83.0,1.1021,45.0,0.012,53.0,0.1099,53.0
NODAL,,,,0.1744,0.1701,83.0,1.0047,45.0,0.0897,53.0,-0.0992,53.0
NOG,,,,1.4376,1.5813,83.0,1.1308,45.0,0.0251,53.0,0.0263,53.0
NOL10,,,,4.1623,0.4508,83.0,1.1702,45.0,0.9858,53.0,-1.4346,53.0
NOL11,,,,5.8265,0.4905,83.0,1.2018,45.0,0.5394,53.0,-0.4862,53.0
NOL12,,,,4.346,0.4947,83.0,0.9112,45.0,0.7241,53.0,-0.6397,53.0
NOL3,,,,4.9216,0.8106,83.0,1.2027,45.0,0.0794,53.0,-0.0924,53.0
NOL4,,,,0.3987,0.7952,83.0,0.8504,45.0,0.0175,53.0,0.0581,53.0
NOL4L,,,,2.7078,0.9993,83.0,1.2835,45.0,0.0699,53.0,-0.09,53.0
NOL6,,,,4.5997,0.6266,83.0,0.9251,45.0,0.9504,53.0,-1.1708,53.0
NOL7,,,,5.5956,0.5343,83.0,1.0572,45.0,0.7986,53.0,-0.7595,53.0
NOL8,,,,4.6439,0.5555,83.0,1.0452,45.0,0.8752,53.0,-0.8592,53.0
NOL9,,,,2.9435,0.5971,83.0,1.002,45.0,0.9346,53.0,-1.151,53.0
NOLC1,,,,6.2645,0.5831,83.0,1.0295,45.0,0.5508,53.0,-0.518,53.0
NOM1,,,,3.9257,0.6534,83.0,1.1213,45.0,0.7725,53.0,-0.7367,53.0
NOMO1,,,,5.9039,0.7617,83.0,,0.0,0.0127,48.0,0.0994,48.0
NOMO2,,,,5.9743,0.7434,83.0,,0.0,0.0525,53.0,-0.0469,53.0
NOMO3,,,,5.1763,0.8391,83.0,,0.0,,0.0,,0.0
NONO,,,,7.7305,0.6159,83.0,0.7002,45.0,0.2682,53.0,-0.2921,53.0
NOP10,,,,7.5825,0.5909,83.0,0.8572,45.0,0.8938,53.0,-0.9137,53.0
NOP14,,,,4.3507,0.5833,83.0,0.9966,45.0,0.9643,53.0,-1.1131,53.0
NOP16,,,,5.994,0.6011,83.0,1.1997,45.0,0.9535,53.0,-1.1891,53.0
NOP2,,,,6.3009,0.6169,83.0,1.0845,45.0,0.9652,53.0,-1.2382,53.0
NOP53,,,,6.6211,0.6133,83.0,1.0003,45.0,0.6707,53.0,-0.6258,53.0
NOP56,,,,8.1229,0.7685,83.0,0.9982,45.0,0.9914,53.0,-1.4665,53.0
NOP58,,,,6.8371,0.47,83.0,1.0595,45.0,0.9914,53.0,-1.7207,53.0
NOP9,,,,3.9279,0.6379,83.0,1.301,45.0,0.7999,53.0,-0.9488,53.0
NOPCHAP1,,,,3.9475,0.5722,83.0,1.0869,45.0,0.6157,53.0,-0.5639,53.0
NOS1,0.0,0.0,131.0,0.203,0.7605,83.0,1.0443,45.0,0.0742,53.0,-0.1091,53.0
NOS1AP,,,,1.1805,0.7865,83.0,1.2496,45.0,0.204,53.0,-0.2552,53.0
NOS2,,,,0.0858,0.2343,83.0,1.0559,45.0,0.0389,53.0,-0.0178,53.0
NOS3,,,,1.3725,1.4537,83.0,1.0901,45.0,0.0335,53.0,-0.0042,53.0
NOSIP,,,,5.6108,0.4926,83.0,1.0156,45.0,0.2035,53.0,-0.2446,53.0
NOSTRIN,,,,1.8176,1.0526,83.0,1.0778,45.0,0.054,53.0,-0.0707,53.0
NOTCH1,0.0,0.0,131.0,2.2859,0.8257,83.0,1.2439,45.0,0.0362,53.0,-0.0057,53.0
NOTCH2,,,,4.5489,1.0008,83.0,1.0491,45.0,0.0606,53.0,-0.0534,53.0
NOTCH2NLA,,,,3.5489,0.9472,83.0,,0.0,,,,
NOTCH2NLB,,,,2.3808,1.0387,83.0,,0.0,,,,
NOTCH2NLC,,,,3.1289,1.0192,83.0,,0.0,,,,
NOTCH2NLR,,,,1.5957,0.9014,83.0,,0.0,,,,
NOTCH3,,,,3.6956,1.5549,83.0,0.8256,45.0,0.0528,53.0,-0.0688,53.0
NOTCH4,,,,0.5273,0.4181,83.0,1.0195,45.0,0.039,53.0,-0.0347,53.0
NOTO,,,,0.0184,0.0603,83.0,1.1316,45.0,0.1419,53.0,-0.2015,53.0
NOTUM,,,,1.0638,1.51,83.0,1.1631,45.0,0.063,53.0,-0.0476,53.0
NOVA1,,,,1.8922,1.3343,83.0,1.1968,45.0,0.0293,53.0,0.0037,53.0
NOVA2,,,,0.1448,0.3095,83.0,0.9976,45.0,0.0164,53.0,0.1354,53.0
NOX1,,,,0.0998,0.213,83.0,0.7645,45.0,0.0723,53.0,-0.0626,53.0
NOX3,,,,0.0109,0.0584,83.0,0.8985,45.0,0.0183,53.0,0.0998,53.0
NOX4,,,,0.1151,0.4561,83.0,1.0556,45.0,0.0369,53.0,-0.0196,53.0
NOX5,,,,0.7174,1.0934,83.0,1.1159,45.0,0.028,53.0,0.0133,53.0
NOXA1,,,,1.4241,0.8213,83.0,1.1021,45.0,0.0336,53.0,-0.0205,53.0
NOXO1,,,,0.8633,0.7352,83.0,1.062,45.0,0.0746,53.0,-0.0941,53.0
NOXRED1,,,,0.4744,0.2598,83.0,1.2414,45.0,0.0244,53.0,0.031,53.0
NPAP1,0.0,0.0,131.0,0.0059,0.0401,83.0,0.9501,45.0,0.0207,53.0,0.0378,53.0
NPAS1,,,,1.3551,0.7609,83.0,0.9887,45.0,0.032,53.0,0.0314,53.0
NPAS2,,,,4.0303,1.4877,83.0,1.1326,45.0,0.0123,53.0,0.1185,53.0
NPAS3,,,,0.1636,0.2686,83.0,1.3454,45.0,0.0768,53.0,-0.1123,53.0
NPAS4,,,,0.0357,0.0914,83.0,1.409,45.0,0.2627,53.0,-0.3089,53.0
NPAT,,,,3.2636,0.6055,83.0,1.1915,45.0,0.8496,53.0,-0.8111,53.0
NPB,,,,1.297,0.5545,83.0,1.327,45.0,0.3462,53.0,-0.3534,53.0
NPBWR1,,,,0.6399,1.0005,83.0,1.1011,45.0,0.0453,53.0,-0.023,53.0
NPBWR2,,,,0.0412,0.3451,83.0,1.2854,45.0,0.0982,53.0,-0.1404,53.0
NPC1,,,,5.4465,0.8921,83.0,0.934,45.0,0.0814,53.0,-0.0873,53.0
NPC1L1,,,,0.1686,0.4963,83.0,1.2854,45.0,0.1742,53.0,-0.2381,53.0
NPC2,,,,8.0581,1.1899,83.0,1.3219,45.0,0.0205,53.0,0.0578,53.0
NPDC1,,,,4.771,1.2149,83.0,1.2961,45.0,0.0648,53.0,-0.0642,53.0
NPEPL1,,,,3.7199,0.8862,83.0,1.2718,45.0,0.0191,53.0,0.0586,53.0
NPEPPS,,,,6.9686,0.7221,83.0,1.0466,45.0,0.6196,53.0,-0.6266,53.0
NPFF,,,,1.6713,0.6211,83.0,1.2691,45.0,0.0665,53.0,-0.0886,53.0
NPFFR1,,,,0.0389,0.0893,83.0,1.0452,45.0,0.0525,53.0,-0.0469,53.0
NPFFR2,,,,0.5216,0.9849,83.0,0.9049,45.0,0.0109,53.0,0.1147,53.0
NPHP1,,,,2.529,0.6428,83.0,1.1159,45.0,0.069,53.0,-0.0947,53.0
NPHP3,,,,3.583,0.6315,83.0,1.1121,45.0,0.0293,53.0,0.0172,53.0
NPHP3-ACAD11,,,,,,,1.1163,45.0,,,,
NPHP4,,,,2.5172,0.5298,83.0,1.0464,45.0,0.0803,53.0,-0.1036,53.0
NPHS1,,,,0.1292,0.2168,83.0,1.0983,45.0,0.1559,53.0,-0.1996,53.0
NPHS2,,,,0.0064,0.0202,83.0,1.1291,45.0,0.1062,53.0,-0.1491,53.0
NPIPA1,,,,4.8663,0.7688,83.0,,0.0,,,,
NPIPA2,,,,1.0465,0.6516,83.0,,0.0,,,,
NPIPA3,,,,1.0053,0.5924,83.0,,0.0,,,,
NPIPA5,,,,2.0795,1.1091,83.0,,0.0,,,,
NPIPA6,,,,5.5054,0.796,83.0,,0.0,,,,
NPIPA7,,,,2.8353,0.7127,83.0,,0.0,,,,
NPIPA8,,,,0.7626,1.073,83.0,,0.0,,,,
NPIPA9,,,,4.7238,0.7069,83.0,,0.0,,,,
NPIPB11,,,,1.2952,0.5048,83.0,,0.0,0.0059,2.0,0.223,2.0
NPIPB12,,,,4.7965,0.94,83.0,,0.0,,,,
NPIPB13,,,,2.132,0.6546,83.0,,0.0,,,,
NPIPB15,,,,1.3939,1.1133,83.0,,0.0,,,,
NPIPB2,,,,3.0581,0.7227,83.0,0.9886,45.0,,,,
NPIPB3,,,,4.3069,0.729,83.0,,0.0,,,,
NPIPB4,,,,5.0289,0.8278,83.0,,0.0,,,,
NPIPB5,,,,6.0316,0.8899,83.0,,0.0,,0.0,,0.0
NPIPB6,,,,0.7197,0.6412,83.0,,0.0,,,,
NPIPB7,,,,0.2913,0.279,83.0,,0.0,,,,
NPIPB8,,,,0.5909,0.4994,83.0,,0.0,,,,
NPIPB9,,,,0.6642,0.4687,83.0,,0.0,,,,
NPL,,,,1.4573,0.8772,83.0,1.1696,45.0,0.0959,53.0,-0.1287,53.0
NPLOC4,,,,5.6727,0.5981,83.0,1.1745,45.0,0.9706,53.0,-1.3861,53.0
NPM1,,,,11.0449,0.6053,83.0,1.1315,45.0,0.7283,19.0,-0.8727,19.0
NPM2,,,,1.0438,1.1004,83.0,0.8044,45.0,0.0167,53.0,0.068,53.0
NPM3,,,,5.8878,0.6548,83.0,1.0098,45.0,0.2296,53.0,-0.2648,53.0
NPNT,,,,2.0159,2.0498,83.0,0.9001,45.0,0.0203,53.0,0.0443,53.0
NPPA,,,,0.2412,0.2518,83.0,1.0013,45.0,0.0314,53.0,-0.0045,53.0
NPPB,,,,0.4026,1.2176,83.0,1.0157,45.0,0.0104,53.0,0.1131,53.0
NPPC,,,,0.3572,0.6799,83.0,1.0587,45.0,0.0902,53.0,-0.1188,53.0
NPR1,,,,0.4818,0.924,83.0,1.5316,45.0,0.0601,53.0,-0.0528,53.0
NPR2,,,,2.0189,0.8782,83.0,1.0127,45.0,0.1127,53.0,-0.1517,53.0
NPR3,,,,1.8862,1.6547,83.0,1.4458,45.0,0.0121,53.0,0.1185,53.0
NPRL2,,,,4.0992,0.3752,83.0,0.8905,45.0,0.043,53.0,0.0082,53.0
NPRL3,,,,4.0902,0.5573,83.0,0.9531,45.0,0.0225,2.0,-0.0008,2.0
NPS,,,,0.0167,0.1097,83.0,1.0413,45.0,0.007,53.0,0.1884,53.0
NPSR1,,,,0.129,0.7266,83.0,1.2677,45.0,0.0096,53.0,0.1303,53.0
NPTN,,,,6.9642,0.6886,83.0,1.1128,45.0,0.0161,53.0,0.0574,53.0
NPTX1,,,,1.2433,1.4092,83.0,1.1998,45.0,0.0559,53.0,-0.0399,53.0
NPTX2,,,,0.9061,1.3846,83.0,1.204,45.0,0.0199,53.0,0.0692,53.0
NPTXR,,,,2.0922,1.2046,83.0,0.9143,45.0,0.0357,53.0,0.0161,53.0
NPVF,,,,0.0013,0.0065,83.0,1.3772,45.0,0.0132,53.0,0.0924,53.0
NPW,,,,1.2472,1.4459,83.0,0.9127,45.0,0.0842,53.0,-0.1041,53.0
NPY,,,,0.2549,0.9602,83.0,1.2383,45.0,0.0843,53.0,-0.1325,53.0
NPY1R,,,,0.4588,0.9999,83.0,0.9177,45.0,0.0546,53.0,-0.0412,53.0
NPY2R,,,,0.0074,0.0271,83.0,0.912,45.0,0.0058,53.0,0.1755,53.0
NPY4R,,,,0.7915,1.5133,83.0,,0.0,,0.0,,0.0
NPY4R2,,,,0.6288,1.3655,83.0,,0.0,,,,
NPY5R,,,,0.1196,0.6542,83.0,0.9083,45.0,0.0141,53.0,0.1048,53.0
NQO1,0.0,0.0,131.0,9.0905,1.6275,83.0,1.109,45.0,0.0526,53.0,-0.0585,53.0
NQO2,,,,4.9007,1.0283,83.0,1.048,45.0,0.0072,53.0,0.162,53.0
NR0B1,,,,1.3112,2.0734,83.0,0.6234,45.0,0.0375,53.0,0.0074,53.0
NR0B2,,,,0.1504,0.7263,83.0,0.9641,45.0,0.1901,53.0,-0.233,53.0
NR1D1,,,,2.8036,0.8832,83.0,1.3308,45.0,0.0499,53.0,-0.0433,53.0
NR1D2,,,,4.1273,0.7768,83.0,0.9324,45.0,0.0177,53.0,0.0699,53.0
NR1H2,,,,5.1789,0.6494,83.0,1.0139,45.0,0.0128,53.0,0.1321,53.0
NR1H3,,,,3.5921,0.9235,83.0,0.9964,45.0,0.0239,53.0,0.0592,53.0
NR1H4,,,,0.2562,0.8176,83.0,1.0675,45.0,0.0708,53.0,-0.0819,53.0
NR1I2,,,,0.0514,0.1323,83.0,1.087,45.0,0.0334,53.0,0.024,53.0
NR1I3,,,,1.5992,0.9144,83.0,1.2075,45.0,0.0553,53.0,-0.0587,53.0
NR2C1,,,,4.5849,0.6012,83.0,1.1057,45.0,0.1108,53.0,-0.1589,53.0
NR2C2,,,,4.0443,0.4858,83.0,0.9149,45.0,0.056,53.0,-0.0586,53.0
NR2C2AP,,,,4.5927,0.5398,83.0,0.964,45.0,0.3966,53.0,-0.4005,53.0
NR2E1,,,,0.1151,0.3704,83.0,0.9028,45.0,0.0333,53.0,0.0303,53.0
NR2E3,,,,0.2757,0.3342,83.0,1.0282,45.0,0.0144,2.0,0.0686,2.0
NR2F1,,,,2.9843,1.635,83.0,0.8921,45.0,0.0257,53.0,0.0319,53.0
NR2F2,,,,4.7887,1.2626,83.0,1.0693,45.0,0.0322,53.0,0.084,53.0
NR2F6,,,,4.6988,0.8029,83.0,0.9727,45.0,0.064,53.0,-0.0716,53.0
NR3C1,,,,4.7255,1.0207,83.0,1.1592,45.0,0.055,53.0,-0.016,53.0
NR3C2,,,,0.8906,0.9734,83.0,0.9125,45.0,0.0217,53.0,0.0388,53.0
NR4A1,,,,3.7749,1.6753,83.0,1.1707,45.0,0.1203,53.0,-0.1574,53.0
NR4A2,,,,2.2378,1.4625,83.0,1.085,45.0,0.0806,53.0,-0.1001,53.0
NR4A3,,,,0.7983,0.9926,83.0,1.032,45.0,0.0236,53.0,0.0563,53.0
NR5A1,,,,0.0357,0.0511,83.0,1.0407,45.0,0.0709,53.0,-0.1089,53.0
NR5A2,,,,0.813,1.0368,83.0,1.0982,45.0,0.0439,53.0,-0.0448,53.0
NR6A1,,,,1.3495,0.5763,83.0,1.0827,45.0,0.0501,53.0,-0.0221,53.0
NRAP,,,,0.0183,0.0663,83.0,1.0039,45.0,0.0172,53.0,0.0571,53.0
NRARP,,,,1.9075,1.0993,83.0,1.1159,45.0,0.0851,53.0,-0.089,53.0
NRAS,0.0305,4.0,131.0,5.2299,0.8275,83.0,1.0717,45.0,0.1053,53.0,-0.1504,53.0
NRBF2,,,,3.9993,0.4872,83.0,1.0012,45.0,0.31,53.0,-0.3345,53.0
NRBP1,,,,5.6739,0.548,83.0,1.1935,45.0,0.8777,53.0,-1.1031,53.0
NRBP2,,,,3.6178,0.9461,83.0,1.3199,45.0,0.0776,53.0,-0.0836,53.0
NRCAM,0.0,0.0,131.0,2.0642,2.2198,83.0,1.2081,45.0,0.0227,53.0,0.0299,53.0
NRDC,,,,6.5545,0.5038,83.0,1.1176,45.0,0.3427,53.0,-0.3385,53.0
NRDE2,,,,3.0597,0.5795,83.0,1.1551,45.0,0.9662,53.0,-1.1746,53.0
NREP,,,,3.2034,1.5275,83.0,1.0102,45.0,0.0166,53.0,0.083,53.0
NRF1,,,,3.3114,0.3541,83.0,1.1547,45.0,0.9459,53.0,-1.1052,53.0
NRG1,,,,2.9413,2.0801,83.0,0.7674,45.0,0.0039,53.0,0.2283,53.0
NRG2,,,,0.4705,0.7482,83.0,1.0957,45.0,0.0455,53.0,-0.0396,53.0
NRG3,,,,0.0563,0.2452,83.0,0.9546,45.0,0.0308,53.0,0.0181,53.0
NRG4,,,,1.5439,1.4565,83.0,1.1066,45.0,0.0158,53.0,0.0802,53.0
NRGN,,,,1.9803,1.0521,83.0,1.0598,45.0,0.0165,53.0,0.0936,53.0
NRIP1,,,,3.9228,1.2388,83.0,0.9585,45.0,0.0124,53.0,0.1498,53.0
NRIP2,,,,0.7879,0.3099,83.0,1.0795,45.0,0.021,53.0,0.0375,53.0
NRIP3,,,,1.7235,1.3039,83.0,0.9718,45.0,0.0315,53.0,0.0059,53.0
NRK,,,,0.8217,1.4583,83.0,0.7433,45.0,0.0091,53.0,0.1455,53.0
NRL,,,,0.8279,0.3844,83.0,1.2436,45.0,0.0301,53.0,0.0083,53.0
NRM,,,,4.5049,0.8023,83.0,1.1322,45.0,0.0589,53.0,-0.0687,53.0
NRN1,,,,0.5988,1.0083,83.0,0.9623,45.0,0.0993,53.0,-0.1305,53.0
NRN1L,,,,0.2226,0.2776,83.0,1.1474,45.0,0.0385,53.0,-0.0387,53.0
NRP1,,,,5.0587,1.9116,83.0,1.007,45.0,0.0206,53.0,0.1481,53.0
NRP2,,,,3.4916,1.976,83.0,1.0555,45.0,0.0531,53.0,-0.013,53.0
NRROS,,,,0.564,0.6927,83.0,1.1578,45.0,0.0478,53.0,-0.0414,53.0
